artist,title_en,title_cn,description_en,description_cn,medium,year,height_in,width_in,height_cm,width_cm,auction_house,sale_date,lot_number,estimate_price,sold_price,misc
s Sup,Super Cut,,Lot 8Lot 8Lot DetailsAuthenticityguaranteedHome Coming: Queer,,acrylic on linen,,14,11,35.6,27.9,ofSotheby's New York,"Thursday, March 9, 2023",00008,"30,000 - 50,000 USD",,
